benchmark,construction_rule,existing_generation_available,forced_islanding,load_requirement_kw,name,patch_id,payload_name,pcc_available,pv_available,restoration_mode,shared_first_stage_variables,source_contingency
pglib_case30_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,30000.0,local_generator_loss,pglib_case30_ieee__patch_02__6-8,pglib_case30_ieee__pglib_case30_ieee__patch_02__6-8.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case30_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,30000.0,forced_islanding,pglib_case30_ieee__patch_02__6-8,pglib_case30_ieee__pglib_case30_ieee__patch_02__6-8.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_10_6_9,branch_11_6_10,branch_39_8_28,branch_40_6_28,branch_5_2_6,branch_6_4_6,branch_8_6_7"
pglib_case30_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,30000.0,restoration,pglib_case30_ieee__patch_02__6-8,pglib_case30_ieee__pglib_case30_ieee__patch_02__6-8.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case30_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,30000.0,combined_high_stress,pglib_case30_ieee__patch_02__6-8,pglib_case30_ieee__pglib_case30_ieee__patch_02__6-8.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_10_6_9,branch_11_6_10,branch_39_8_28,branch_40_6_28,branch_5_2_6,branch_6_4_6,branch_8_6_7;deterministic_n_1_generator_0"
pglib_case30_ieee,Published nominal active load and all listed components in service.,True,False,23300.0,normal,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case30_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,23300.0,renewable_shortfall,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case30_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,23300.0,demand_surge,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=23300_kw
pglib_case30_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,23300.0,pcc_loss,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_11_6_10
pglib_case30_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,23300.0,local_generator_loss,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case30_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,23300.0,forced_islanding,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_11_6_10,branch_13_9_10,branch_24_10_20,branch_25_10_17,branch_27_10_22,branch_28_21_22"
pglib_case30_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,23300.0,restoration,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case30_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,23300.0,combined_high_stress,pglib_case30_ieee__patch_03__10-21,pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_11_6_10,branch_13_9_10,branch_24_10_20,branch_25_10_17,branch_27_10_22,branch_28_21_22;deterministic_n_1_generator_0"
pglib_case30_ieee,Published nominal active load and all listed components in service.,True,False,19400.0,normal,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case30_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,19400.0,renewable_shortfall,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case30_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,19400.0,demand_surge,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=19400_kw
pglib_case30_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,19400.0,pcc_loss,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_14_4_12
pglib_case30_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,19400.0,local_generator_loss,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case30_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,19400.0,forced_islanding,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_14_4_12,branch_15_12_13,branch_16_12_14,branch_18_12_16,branch_19_14_15,branch_21_15_18,branch_29_15_23"
pglib_case30_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,19400.0,restoration,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case30_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,19400.0,combined_high_stress,pglib_case30_ieee__patch_04__12-15,pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_14_4_12,branch_15_12_13,branch_16_12_14,branch_18_12_16,branch_19_14_15,branch_21_15_18,branch_29_15_23;deterministic_n_1_generator_0"
pglib_case30_ieee,Published nominal active load and all listed components in service.,True,False,13000.0,normal,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case30_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,13000.0,renewable_shortfall,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case30_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,13000.0,demand_surge,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=13000_kw
pglib_case30_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,13000.0,pcc_loss,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_36_27_29
pglib_case30_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,13000.0,local_generator_loss,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case30_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,13000.0,forced_islanding,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_36_27_29,branch_37_27_30"
pglib_case30_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,13000.0,restoration,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case30_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,13000.0,combined_high_stress,pglib_case30_ieee__patch_05__29-30,pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_36_27_29,branch_37_27_30;deterministic_n_1_generator_0"
pglib_case30_ieee,Published nominal active load and all listed components in service.,True,False,12700.0,normal,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case30_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,12700.0,renewable_shortfall,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case30_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,12700.0,demand_surge,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=12700_kw
pglib_case30_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,12700.0,pcc_loss,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_21_15_18
pglib_case30_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,12700.0,local_generator_loss,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
pglib_case30_ieee,"All public boundary branches are unavailable, yielding a deterministic island.",True,True,12700.0,forced_islanding,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_21_15_18,branch_23_19_20"
pglib_case30_ieee,The lexicographically first public N-1 boundary outage is returned to service in restoration mode.,True,False,12700.0,restoration,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,True,True,True,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_branch_0_1_2
pglib_case30_ieee,"PCC loss, candidate-PV lower-bound availability, and published generator N-1 are combined.",False,True,12700.0,combined_high_stress,pglib_case30_ieee__patch_06__18-19,pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json,False,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]","branch_21_15_18,branch_23_19_20;deterministic_n_1_generator_0"
pglib_case30_ieee,Published nominal active load and all listed components in service.,True,False,14800.0,normal,pglib_case30_ieee__patch_07__10-17,pglib_case30_ieee__pglib_case30_ieee__patch_07__10-17.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",none
pglib_case30_ieee,Candidate PV availability is set to its exact lower bound zero; no weather multiplier is invented.,True,False,14800.0,renewable_shortfall,pglib_case30_ieee__patch_07__10-17,pglib_case30_ieee__pglib_case30_ieee__patch_07__10-17.json,True,False,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",candidate_pv_binary_availability_lower_bound
pglib_case30_ieee,The full published nominal patch load is treated as simultaneously non-sheddable; no load multiplier or synthetic profile is added.,True,False,14800.0,demand_surge,pglib_case30_ieee__patch_07__10-17,pglib_case30_ieee__pglib_case30_ieee__patch_07__10-17.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",published_peak_patch_load=14800_kw
pglib_case30_ieee,Deterministic loss of the lexicographically first public patch-boundary/PCC supply indicator.,True,True,14800.0,pcc_loss,pglib_case30_ieee__patch_07__10-17,pglib_case30_ieee__pglib_case30_ieee__patch_07__10-17.json,False,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",branch_11_6_10
pglib_case30_ieee,Published generator contingency when available; otherwise the patch's zero native generation is retained.,False,False,14800.0,local_generator_loss,pglib_case30_ieee__patch_07__10-17,pglib_case30_ieee__pglib_case30_ieee__patch_07__10-17.json,True,True,False,"[""upgrade_select_pv"", ""upgrade_select_bess"", ""upgrade_select_dispatchable"", ""pv_capacity_fraction"", ""bess_energy_fraction"", ""bess_power_fraction"", ""dispatchable_capacity_fraction"", ""islanding_eligibility"", ""base_mode_connected"", ""base_mode_islanded"", ""base_mode_restoration"", ""bess_reserve_target"", ""bess_soc_target"", ""critical_load_priority"", ""tie_pcc_reserve_target""]",deterministic_n_1_generator_0
