budget,budget_derivation,budget_id,budget_utilization,consensus_algorithm,critical_ens,critical_infrastructure_outage_hours,critical_load_served_fraction,feasibility,maximum_customers_unserved_per_hour,method,method_solution_source,patch_count,physical_asset_deduplication,preference_source,projection,qci_sample_index,qci_sample_pool_size,qci_sample_selection_rule,runtime,system_trace_id,total_ens,total_upgrade_cost,trace_path,training_scenario_count,marginal_ens_reduction_per_dollar,pareto_frontier,frontier_objective,resilience_metric,method_hypervolume,hypervolume_reference_cost,hypervolume_reference_resilience,heldout_count,heldout_critical_ens,heldout_critical_infrastructure_outage_hours,heldout_critical_load_served_fraction,heldout_maximum_customers_unserved_per_hour,heldout_total_ens,heldout_trace_id
2032032.0,Sum of one full ATB dispatchable-generation option at every deduplicated physical anchor; dispatchable generation is the least-cost option available in PV-shortfall islanding scenarios.,minimum_feasible_islanding,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,greedy resilience heuristic,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12.0,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.1255067079328,system-fd3767be927ffdc2be6f,615.0,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__greedy_resilience_heuristic.json,8.0,,True,in_sample_critical_ens,critical_ens,5588445594.575423,5658197.071729071,1676.1448414593751,,,,,,,
2032032.0,Sum of one full ATB dispatchable-generation option at every deduplicated physical anchor; dispatchable generation is the least-cost option available in PV-shortfall islanding scenarios.,minimum_feasible_islanding,1.0,existing overlap_consensus.run_method_consensus,135.0,3.0,0.927027027027027,True,0.1762177650429799,piecewise-linear MILP,fresh matched classical solve with upgrade variables fixed to the hard-budget portfolio,12.0,True,existing challenge/headline-selected reconstructed portfolio: /Users/omtailor/QCI/results/phase3/sc_cmpo/final_public_experiment/system_level/upgrade_plan_comparison.csv,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",,,,0.2845085831359029,system-8718c1b68e8abcf805f3,615.0,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__piecewise-linear_MILP.json,8.0,,True,in_sample_critical_ens,critical_ens,5588445594.575423,5658197.071729071,1676.1448414593751,,,,,,,
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,CMPO-local polynomial search,,,,,,,,,1.4193980409763751,system-a254793fb4c2dced3238,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__CMPO-local_polynomial_search.json,,,True,heldout_total_ens,heldout_total_ens,6509184965.469805,5658197.071729071,2422.7593313175003,10.0,135.0,30.0,0.927027027027027,0.4512893982808023,773.0,heldout-129e2edfb533e5eb9331
4532906.712497371,,slsqp_selected_cost,0.9999999999999998,,,,,True,,CMPO-local polynomial search,,,,,,,,,1.4999769998248669,system-a67376fd09ade6591852,,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__CMPO-local_polynomial_search.json,,,True,heldout_total_ens,heldout_total_ens,6509184965.469805,5658197.071729071,2422.7593313175003,10.0,102.778356620124,17.0,0.9444441315566896,0.6612560356307278,304.778356435124,heldout-129e2edfb533e5eb9331
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,IPOPT/Pyomo nonlinear,,,,,,,,,0.8306062079500407,system-f03a3a88304cd1d3e9fc,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__IPOPT_Pyomo_nonlinear.json,,,True,heldout_total_ens,heldout_total_ens,7682610135.155918,5658197.071729071,2422.7593313175003,10.0,5.500010292519756,5.0,0.9970270214635027,0.4169054695680922,304.0998225779904,heldout-b3002f5401c61f035b56
2114027.8922130284,,low_cost_catalog_step,1.0,,,,,True,,IPOPT/Pyomo nonlinear,,,,,,,,,0.4488383750431239,system-567a74457577364a30a8,,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/low_cost_catalog_step__IPOPT_Pyomo_nonlinear.json,,,True,heldout_total_ens,heldout_total_ens,7682610135.155918,5658197.071729071,2422.7593313175003,10.0,5.500030556508659,5.0,0.9970270105099952,0.41690552057534,304.09953317926755,heldout-b3002f5401c61f035b56
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,QCi SC-CMPO,,,,,,,,,0.2148695420473814,system-2241e17862ae89bbf4f6,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/minimum_feasible_islanding__QCi_SC-CMPO.json,,,True,heldout_total_ens,heldout_total_ens,1624575497.6772223,5658197.071729071,2422.7593313175003,10.0,1669.38983935,310.0,0.0976271138648648,0.9228435073782236,2307.3898393500003,heldout-d54ba5b29cf9c664d5c3
4532906.712497371,,slsqp_selected_cost,0.9999999999999998,,,,,True,,QCi SC-CMPO,,,,,,,,,0.2093822080641985,system-c4edc8d13cffac26b301,,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/slsqp_selected_cost__QCi_SC-CMPO.json,,,True,heldout_total_ens,heldout_total_ens,1624575497.6772223,5658197.071729071,2422.7593313175003,10.0,1060.810069675,172.0,0.4265891515270271,0.7907112679799426,1374.810069675,heldout-d54ba5b29cf9c664d5c3
5149457.112497372,,post_slsqp_catalog_step,1.0,,,,,True,,QCi SC-CMPO,,,,,,,,,0.2150194160640239,system-c456f055eef35d3c2be0,,5149457.112497372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/post_slsqp_catalog_step__QCi_SC-CMPO.json,,,True,heldout_total_ens,heldout_total_ens,1624575497.6772223,5658197.071729071,2422.7593313175003,10.0,840.1609848225,192.0,0.545858927122973,0.7346393838467049,1100.1609846375,heldout-d54ba5b29cf9c664d5c3
5602175.318543635,,qci_selected_cost,1.0,,,,,True,,QCi SC-CMPO,,,,,,,,,0.2501430839765817,system-ad9abdd889a89b6fcd57,,5602175.318543635,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/qci_selected_cost__QCi_SC-CMPO.json,,,True,heldout_total_ens,heldout_total_ens,1624575497.6772223,5658197.071729071,2422.7593313175003,10.0,481.3028494375001,138.0,0.7398362976013513,0.6521639565544414,795.3028494375,heldout-d54ba5b29cf9c664d5c3
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,QUBO/quadratized search,,,,,,,,,0.3335595829412341,system-9e86fbf1cc3ea7c332fa,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__QUBO_quadratized_search.json,,,True,heldout_total_ens,heldout_total_ens,5982299663.982628,5658197.071729071,2422.7593313175003,10.0,135.0,30.0,0.927027027027027,0.4512893982808023,773.0,heldout-d8d9a40d2fb0f47d013b
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,SLSQP,,,,,,,,,0.2684469588566571,system-cf633eea5a75cfe2dc34,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__SLSQP.json,,,True,heldout_total_ens,heldout_total_ens,7647729863.915561,5658197.071729071,2422.7593313175003,10.0,135.00000015914807,31.0,0.9270270269410013,0.4398280802099671,732.9999999498474,heldout-d6934fb43bfe6a4cb98b
2114027.8922130284,,low_cost_catalog_step,1.0,,,,,True,,SLSQP,,,,,,,,,0.394885207992047,system-32250d5ee2923ee62bfb,,2114027.8922130284,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/low_cost_catalog_step__SLSQP.json,,,True,heldout_total_ens,heldout_total_ens,7647729863.915561,5658197.071729071,2422.7593313175003,10.0,5.500000184999999,2.0,0.997027026927027,0.4169054441260745,304.01833460803755,heldout-d6934fb43bfe6a4cb98b
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,differential evolution,,,,,,,,,0.334544416051358,system-de3c72a87ec9fc244883,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__differential_evolution.json,,,True,heldout_total_ens,heldout_total_ens,5982299663.982628,5658197.071729071,2422.7593313175003,10.0,135.0,30.0,0.927027027027027,0.4512893982808023,773.0,heldout-1632be0480621d3f5c50
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,greedy resilience heuristic,,,,,,,,,0.1255067079328,system-fd3767be927ffdc2be6f,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__greedy_resilience_heuristic.json,,,True,heldout_total_ens,heldout_total_ens,5982299663.982628,5658197.071729071,2422.7593313175003,10.0,135.0,30.0,0.927027027027027,0.4512893982808023,773.0,heldout-d1849554265f5195eb0f
2032032.0,,minimum_feasible_islanding,1.0,,,,,True,,piecewise-linear MILP,,,,,,,,,0.2845085831359029,system-8718c1b68e8abcf805f3,,2032032.0,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/minimum_feasible_islanding__piecewise-linear_MILP.json,,,True,heldout_total_ens,heldout_total_ens,5982299663.982628,5658197.071729071,2422.7593313175003,10.0,135.0,30.0,0.927027027027027,0.4512893982808023,773.0,heldout-f3d981de534b9666bcd8
